Player,First_Year,Last_Year,Years_Played,Last_Age,Games,Games_Started,Completions,Attempts,Passing_Yards,Passing_TDs,Interceptions,Average_Passer_Rating,Times_Sacked,Sack_Yards_Lost,Total_Wins,Total_Losses,Total_Ties,Teams,Completion_Percentage,TD_Percentage,Int_Percentage,Yards_Per_Attempt,Win_Percentage,QB_Score,Tier,All_Time_Rank,Prime_Years,Prime_Rating,Era,Era_Avg_pass_rating,Era_Avg_pass_yds,Era_Avg_pass_td,Era_Avg_pass_int,Era_Avg_pass_cmp,Era_Avg_pass_att,Average_Passer_Rating_vs_era,Passing_Yards_vs_era,Passing_TDs_vs_era
Dave Brown,2000,2000,1,30,6,2,40,69,467,2,3,70.1,10,53,0,2,0,ARI,58.0,2.9,4.3,6.8,0.0,0.0,Unranked,172,,,Early Modern,74.11,1469.82,8.58,7.03,129.09,218.97,-5.4,-68.2,-76.7
Dave Ragone,2003,2003,1,24,2,2,20,40,135,0,1,47.4,8,39,0,2,0,HOU,50.0,0.0,2.5,3.4,0.0,0.0,Unranked,172,,,Early Modern,74.11,1469.82,8.58,7.03,129.09,218.97,-36.0,-90.8,-100.0
David Blough,2019,2022,4,27,9,7,138,242,1435,6,9,59.866666666666674,21,144,0,7,0,"ARI, DET",57.0,2.5,3.7,5.9,0.0,0.0,Unranked,172,,,Modern Passing,80.91,1736.71,10.7,5.85,154.07,243.37,-26.0,-17.4,-43.9
David Carr,2002,2012,10,33,94,79,1353,2267,14452,65,71,77.86999999999999,267,1564,23,56,0,"CAR, HOU, NYG, SFO",59.7,2.9,3.1,6.4,29.1,13.7,Unranked,62,2004-2006,80.9,Early Modern,74.11,1469.82,8.58,7.03,129.09,218.97,5.1,883.2,657.6
David Fales,2016,2019,3,29,5,0,31,48,287,1,1,67.85,3,20,0,0,0,"CHI, MIA, NYJ",64.6,2.1,2.1,6.0,0.0,0.0,Unranked,172,,,Modern Passing,80.91,1736.71,10.7,5.85,154.07,243.37,-16.1,-83.5,-90.7
David Garrard,2002,2010,9,32,86,76,1406,2281,16003,89,54,85.53333333333333,179,1115,39,37,0,JAX,61.6,3.9,2.4,7.0,51.3,15.1,Unranked,58,2007-2009,89.1,Early Modern,74.11,1469.82,8.58,7.03,129.09,218.97,15.4,988.8,937.3
Davis Mills,2021,2023,3,25,34,26,573,912,5955,35,25,81.23333333333333,64,463,5,19,1,HOU,62.8,3.8,2.7,6.5,20.8,3.7,Unranked,126,,,Modern Passing,80.91,1736.71,10.7,5.85,154.07,243.37,0.4,242.9,227.1
Davis Webb,2022,2022,1,27,1,1,23,40,168,1,0,75.8,0,0,0,1,0,NYG,57.5,2.5,0.0,4.2,0.0,0.0,Unranked,172,,,Modern Passing,80.91,1736.71,10.7,5.85,154.07,243.37,-6.3,-90.3,-90.7
DeShone Kizer,2017,2018,2,22,18,15,275,518,3081,11,24,50.5,42,264,0,15,0,"CLE, GNB",53.1,2.1,4.6,5.9,0.0,0.0,Unranked,172,,,Modern Passing,80.91,1736.71,10.7,5.85,154.07,243.37,-37.6,77.4,2.8
Dennis Dixon,2008,2010,3,25,4,3,35,59,402,1,2,73.06666666666668,5,41,2,1,0,PIT,59.3,1.7,3.4,6.8,66.7,0.0,Unranked,172,,,Post-Ty Law Rule,75.0,1530.04,9.08,6.67,132.82,219.87,-2.6,-73.7,-89.0
Derek Anderson,2006,2018,11,35,72,49,909,1674,10878,60,64,71.80000000000001,81,563,20,29,0,"ARI, BUF, CAR, CLE",54.3,3.6,3.8,6.5,40.8,7.8,Unranked,91,2006-2008,70.7,Post-Ty Law Rule,75.0,1530.04,9.08,6.67,132.82,219.87,-4.3,611.0,560.8
Derek Carr,2014,2023,10,32,159,159,3576,5506,39100,242,107,92.49000000000001,295,1842,72,87,0,"LVR, NOR, OAK",64.9,4.4,1.9,7.1,45.3,33.5,Unranked,21,2019-2021,98.7,Modern Passing,80.91,1736.71,10.7,5.85,154.07,243.37,14.3,2151.4,2161.7
Deshaun Watson,2017,2023,6,28,66,65,1390,2089,16756,118,45,96.64999999999999,211,1241,36,29,0,"CLE, HOU",66.5,5.6,2.2,8.0,55.4,16.6,Unranked,53,2018-2020,104.5,Modern Passing,80.91,1736.71,10.7,5.85,154.07,243.37,19.5,864.8,1002.8
Desmond Ridder,2022,2023,2,24,19,17,322,503,3544,14,12,84.9,40,230,8,9,0,ATL,64.0,2.8,2.4,7.0,47.1,1.6,Unranked,150,,,Modern Passing,80.91,1736.71,10.7,5.85,154.07,243.37,4.9,104.1,30.8
Devlin Hodges,2019,2019,1,23,8,6,100,160,1063,5,8,71.4,15,102,3,3,0,PIT,62.5,3.1,5.0,6.6,50.0,0.0,Unranked,172,,,Modern Passing,80.91,1736.71,10.7,5.85,154.07,243.37,-11.8,-38.8,-53.3
Dominique Davis,2013,2013,1,24,1,0,5,7,34,0,0,81.8,0,0,0,0,0,ATL,71.4,0.0,0.0,4.9,0.0,0.0,Unranked,172,,,Modern Passing,80.91,1736.71,10.7,5.85,154.07,243.37,1.1,-98.0,-100.0
Donovan McNabb,2000,2011,12,35,155,155,3064,5158,36328,226,110,86.84166666666665,382,2422,96,58,1,"MIN, PHI, WAS",59.4,4.4,2.1,7.0,62.3,36.4,Unranked,16,2004-2006,95.1,Early Modern,74.11,1469.82,8.58,7.03,129.09,218.97,17.2,2371.6,2534.0
Dorian Thompson-Robinson,2023,2023,1,24,8,3,60,112,440,1,4,51.2,6,60,1,2,0,CLE,53.6,0.9,3.6,3.9,33.3,0.0,Unranked,172,,,Modern Passing,80.91,1736.71,10.7,5.85,154.07,243.37,-36.7,-74.7,-90.7
Doug Flutie,2000,2005,6,43,42,27,545,978,6630,33,25,72.3,45,283,12,15,0,"BUF, NWE, SDG",55.7,3.4,2.6,6.8,44.4,2.4,Unranked,140,2000-2003,80.4,Early Modern,74.11,1469.82,8.58,7.03,129.09,218.97,-2.4,351.1,284.6
Doug Johnson,2000,2004,5,27,25,11,218,384,2600,13,18,77.55999999999999,38,226,2,9,0,"ATL, TEN",56.8,3.4,4.7,6.8,18.2,0.2,Unranked,169,,,Early Modern,74.11,1469.82,8.58,7.03,129.09,218.97,4.7,76.9,51.5
Doug Pederson,2000,2004,4,36,47,8,149,263,1317,3,10,68.625,18,124,1,7,0,"CLE, GNB",56.7,1.1,3.8,5.0,12.5,0.0,Unranked,172,,,Early Modern,74.11,1469.82,8.58,7.03,129.09,218.97,-7.4,-10.4,-65.0
Drew Bledsoe,2000,2006,7,34,88,88,1647,2796,18645,104,83,77.3,255,1642,40,48,0,"BUF, DAL, NWE",58.9,3.7,3.0,6.7,45.5,18.1,Unranked,46,2000-2003,78.8,Early Modern,74.11,1469.82,8.58,7.03,129.09,218.97,4.3,1168.5,1112.1
Drew Brees,2001,2020,20,41,287,286,7142,10551,80358,571,243,98.45500000000001,420,2991,172,114,0,"NOR, SDG",67.7,5.4,2.3,7.6,60.1,84.0,Unranked,2,2018-2020,112.8,Early Modern,74.11,1469.82,8.58,7.03,129.09,218.97,32.8,5367.2,6555.0
Drew Henson,2004,2008,2,28,9,1,11,20,98,1,1,73.6,5,51,1,0,0,"DAL, DET",55.0,5.0,5.0,4.9,100.0,0.0,Unranked,172,,,Post-Ty Law Rule,75.0,1530.04,9.08,6.67,132.82,219.87,-1.9,-93.6,-89.0
Drew Lock,2019,2023,4,27,28,23,469,786,5283,28,23,81.67500000000001,39,227,9,14,0,"DEN, SEA",59.7,3.6,2.9,6.7,39.1,2.8,Unranked,136,2019-2021,81.8,Modern Passing,80.91,1736.71,10.7,5.85,154.07,243.37,0.9,204.2,161.7
Drew Stanton,2008,2017,7,33,38,17,345,659,4059,20,24,58.128571428571426,38,226,11,6,0,"ARI, DET",52.4,3.0,3.6,6.2,64.7,0.0,Unranked,172,2010-2017,74.5,Post-Ty Law Rule,75.0,1530.04,9.08,6.67,132.82,219.87,-22.5,165.3,120.3
Dwayne Haskins,2019,2020,2,23,16,13,267,444,2804,12,14,74.55,49,345,3,10,0,WAS,60.1,2.7,3.2,6.3,23.1,0.0,Unranked,172,,,Modern Passing,80.91,1736.71,10.7,5.85,154.07,243.37,-7.9,61.5,12.1
EJ Manuel,2013,2017,5,27,30,18,343,590,3767,20,16,73.42,47,297,6,12,0,"BUF, OAK",58.1,3.4,2.7,6.4,33.3,0.1,Unranked,171,,,Modern Passing,80.91,1736.71,10.7,5.85,154.07,243.37,-9.3,116.9,86.9
Easton Stick,2020,2023,2,28,6,4,112,175,1133,3,1,84.44999999999999,14,122,0,4,0,LAC,64.0,1.7,0.6,6.5,0.0,0.0,Unranked,172,,,Modern Passing,80.91,1736.71,10.7,5.85,154.07,243.37,4.4,-34.8,-72.0
